posi	dep1_4	dep1_2	dep3_4
23298	8146	19963	19987
23299	8312	19949	19984
23300	8409	19943	19983
23301	8447	19960	19979
23302	8560	19942	19966
23303	8660	19928	19949
23304	8735	19964	19981
23305	8964	19884	19939
23306	9115	19896	19957
23307	9197	19909	19949
23308	9363	19901	19951
23309	9487	19911	19967
23310	9552	19906	19949
23311	9650	19940	19969
23312	9741	19910	19980
23313	9865	19961	19983
23314	10041	19957	19974
23315	10184	19986	19991
23316	10240	19905	19966
23317	10258	19925	19972
23318	10338	19873	19961
23319	10398	19877	19964
23320	10445	19883	19974
23321	10509	19913	19977
23322	10564	19908	19962
23323	10685	19916	19960
23324	10873	19900	19938
23325	10921	19901	19940
23326	11020	19865	19935
23327	11131	19873	19968
23328	11309	19917	19941
23329	11419	19867	19912
23330	11464	19862	19914
23331	11537	19866	19935
23332	11590	19860	19897
23333	11682	19818	19882
23334	11785	19796	19862
23335	11963	19825	19877
23336	12206	19850	19892
23337	12271	19784	19881
23338	12311	19832	19892
23339	12436	19796	19925
23340	12587	19799	19927
23341	12787	19861	19921
23342	12925	19889	19928
23343	13171	19792	19902
23344	13322	19795	19925
23345	13435	19769	19900
23346	13490	19794	19917
23347	13733	19752	19906
23348	13818	19786	19915
23349	13965	19861	19929
23350	14075	19800	19903
23351	14182	19848	19937
23352	14236	19825	19914
23353	14349	19892	19946
23354	14379	19843	19935
23355	14522	19884	19930
23356	14593	19862	19925
23357	14853	19877	19925
23358	14933	19846	19916
23359	15089	19840	19914
23360	15254	19823	19920
23361	15390	19776	19914
23362	15552	19679	19910
23363	15644	19670	19881
23364	15632	19631	19893
23365	15683	19613	19905
23366	15762	19556	19912
23367	15880	19536	19905
23368	15958	19539	19889
23369	16092	19478	19818
23370	16220	19517	19887
23371	16376	19400	19907
23372	16350	19348	19891
23373	6553	11712	19906
23374	6556	11895	19841
23375	6572	12026	19890
23376	6587	12099	19846
23377	6668	12167	19900
23378	6722	12301	19902
23379	6797	12484	19893
23380	6856	12661	19900
23381	6895	12739	19856
23382	6957	12896	19817
23383	7002	12982	19887
23384	7089	13120	19904
23385	7200	13319	19918
23386	7254	13405	19863
23387	7297	13505	19870
23388	7327	13555	19859
23389	7340	13584	19873
23390	7359	13614	19888
23391	7372	13709	19869
23392	7381	13763	19854
23393	7409	13856	19894
23394	7432	13926	19848
23395	7439	14080	19852
23396	7460	14202	19793
23397	7476	14299	19876
23398	7505	14396	19953
23399	7500	14446	19853
23400	7514	14544	19879
23401	7532	14629	19850
23402	7591	14719	19805
23403	7631	14855	19829
23404	7662	14896	19787
23405	7698	14938	19859
23406	7715	14980	19879
23407	7760	15022	19899
23408	7771	15045	19872
23409	7792	15091	19854
23410	7815	15120	19847
23411	7836	15180	19832
23412	7860	15217	19820
23413	7894	15282	19858
23414	7912	15302	19858
23415	7956	15335	19870
23416	7637	15325	19873
23417	7667	15331	19856
23418	7723	15390	19861
23419	7765	15479	19897
23420	7807	15540	19861
23421	7844	15561	19806
23422	7603	15620	19837
23423	7906	15631	19740
23424	7928	15623	19610
23425	7971	15643	19327
23426	8015	15700	19477
23427	8036	15743	19263
23428	8053	15784	19424
23429	8072	15811	19715
23430	8086	15834	19613
23431	8094	15860	19471
23432	8278	15946	19582
23433	8279	16056	19672
23434	8264	16100	19649
23435	8258	16146	19675
23436	8279	16197	19764
23437	8316	16278	19745
23438	8307	16319	19472
23439	8298	16377	19363
23440	8228	16403	19366
23441	8251	16431	19477
23442	8257	16473	19507
23443	8264	16528	19652
23444	8276	16568	19975
23445	8281	16558	19733
23446	8308	16600	19838
23447	8333	16690	19920
23448	8349	16733	19864
23449	8342	16681	19925
23450	8319	16679	19934
23451	8361	16746	19955
23452	8360	16757	19956
23453	8408	16809	19920
23454	8415	16865	19904
23455	8391	16854	19952
23456	8406	16890	19906
23457	8455	17247	19941
23458	8471	17293	19918
23459	8502	17357	19922
23460	8533	17454	19944
23461	8567	17524	19884
23462	8590	17604	19903
23463	8629	17684	19885
23464	8591	17733	19928
23465	8645	17798	19938
23466	8630	17885	19969
23467	9638	19620	19915
23468	9640	19534	19918
23469	9626	19396	19852
23470	9636	19442	19864
23471	9649	19406	19879
23472	9649	19458	19906
23473	9664	19363	19900
23474	9664	19250	19941
23475	9664	19306	19914
23476	9664	19272	19902
23477	9646	19291	19853
23478	9646	19139	19871
23479	9646	19154	19916
23480	9646	19200	19891
23481	9646	19293	19906
23482	9645	19294	19881
23483	9645	19256	19885
23484	9645	19281	19855
23485	9645	19369	19863
23486	9645	19368	19840
23487	9663	19356	19879
23488	9664	19400	19893
23489	9664	19485	19872
23490	9664	19314	19840
23491	9664	19208	19861
23492	9664	19312	19899
23493	9664	19250	19912
23494	9662	19195	19889
23495	9662	19160	19917
23496	9662	19174	19888
23497	9662	18994	19897
23498	9662	18997	19887
23499	9663	18983	19893
23500	9661	18925	19869
23501	1274	5099	19742
23502	1271	5091	19776
23503	1271	5077	19807
23504	1265	5104	19902
23505	1259	5088	19855
23506	1255	5097	19883
23507	1248	5044	19874
23508	1244	5096	19896
23509	1241	5090	19886
23510	1241	5068	19879
23511	1236	5040	19891
23512	1229	5017	19883
23513	1217	5000	19877
23514	1208	5021	19881
23515	1207	5020	19857
23516	1206	5022	19872
23517	1205	5001	19866
23518	1205	5009	19879
23519	1205	5004	19845
23520	1205	4975	19789
23521	1204	4946	19839
23522	1200	4967	19919
23523	1205	4938	19806
23524	1204	4940	19859
23525	1204	4943	19865
23526	1203	4961	19870
23527	1202	4961	19847
23528	1202	4967	19878
23529	1201	4950	19875
23530	1201	4960	19857
23531	1201	4944	19870
23532	1193	4930	19860
23533	1193	4905	19770
23534	1193	4869	19860
23535	1191	4863	19859
23536	1189	4866	19904
23537	1178	4838	19834
23538	1178	4833	19852
23539	1177	4825	19835
23540	1177	4818	19837
23541	1176	4816	19851
23542	1176	4813	19813
23543	1175	4811	19807
23544	1174	4810	19851
23545	1173	4814	19840
23546	1173	4809	19805
23547	1166	4816	19753
23548	1166	4816	19838
23549	1166	4850	19917
23550	1166	4857	19787
23551	1165	4877	19805
23552	1161	4837	19785
23553	1147	4849	19671
23554	1135	4839	19744
23555	1132	4834	19604
23556	1122	4831	19694
23557	1117	4837	19740
23558	1113	4831	19745
23559	1099	4823	19676
23560	1093	4813	19674
23561	1092	4822	19613
23562	1091	4816	19592
23563	1090	4807	19595
23564	1090	4820	19658
23565	1089	4814	19628
23566	1089	4808	19634
23567	1088	4836	19655
23568	1088	4825	19602
23569	1087	4838	19626
23570	1079	4825	19664
23571	1076	4812	19725
23572	1074	4809	19673
23573	1071	4818	19687
23574	1071	4859	19617
23575	1070	4888	19457
23576	1070	4896	19263
23577	1070	4919	19545
23578	1069	4908	19481
23579	1067	4911	19268
23580	1067	4919	19389
23581	1076	4897	19374
23582	1076	4905	19619
23583	1079	4922	19761
23584	1080	4939	19818
23585	1079	4821	19704
23586	1080	4803	19542
23587	1080	4779	19437
23588	1078	4767	19351
23589	1078	4784	19628
23590	1079	4774	19414
23591	1078	4769	19347
23592	1078	4775	19464
23593	1078	4790	19740
23594	1078	4779	19611
23595	1082	4798	19848
23596	1084	4789	19622
23597	1104	4832	19593
23598	1907	7048	19684
23599	1971	7146	19766
23600	2006	7199	19839
23601	2009	7179	19798
23602	2008	7166	19801
23603	2017	7139	19938
23604	2024	7150	19913
23605	2022	7086	19881
23606	2041	7119	19939
23607	2035	7109	19882
23608	2045	7154	19932
23609	2043	7158	19903
23610	2039	7152	19903
23611	2051	7186	19922
23612	2069	7214	19861
23613	2074	7219	19893
23614	2080	7250	19884
23615	2074	7238	19905
23616	2073	7242	19919
23617	2079	7251	19957
23618	2084	7269	19865
23619	2117	7352	19885
23620	2125	7353	19818
23621	2130	7391	19859
23622	2134	7386	19838
23623	2141	7427	19889
23624	2149	7437	19859
23625	2152	7391	19865
23626	2157	7383	19862
23627	2162	7349	19865
23628	2200	7371	19807
23629	2213	7377	19832
23630	2227	7367	19892
23631	2237	7357	19843
23632	2238	7386	19866
23633	2242	7405	19841
23634	2244	7416	19845
23635	2249	7417	19786
23636	2251	7395	19808
23637	2253	7412	19788
23638	2269	7448	19825
23639	2273	7472	19858
23640	2275	7485	19824
23641	2275	7468	19775
23642	2276	7500	19706
23643	2279	7558	19853
23644	2284	7576	19877
23645	2286	7557	19835
23646	2287	7563	19874
23647	2288	7581	19864
23648	2287	7563	19801
23649	2284	7595	19850
23650	2284	7596	19832
23651	2280	7610	19820
23652	2280	7605	19804
23653	2279	7661	19865
23654	2279	7651	19828
23655	2280	7620	19837
23656	2281	7593	19847
23657	2280	7605	19892
23658	2274	7583	19853
23659	2278	7594	19869
23660	2277	7643	19878
23661	2278	7653	19872
23662	2279	7660	19892
23663	2278	7721	19896
23664	2270	7719	19874
23665	2268	7719	19875
23666	2270	7696	19841
23667	2271	7700	19836
23668	2268	7704	19852
23669	2265	7686	19869
23670	2263	7713	19851
23671	2258	7723	19794
23672	2253	7707	19833
23673	2251	7739	19916
23674	2249	7734	19831
23675	2250	7762	19860
23676	2248	7762	19834
23677	2245	7742	19855
23678	2243	7765	19842
23679	2240	7769	19885
23680	2233	7767	19873
23681	2226	7762	19846
23682	2222	7734	19865
23683	2205	7750	19870
23684	2194	7749	19814
23685	2193	7751	19885
23686	2190	7762	19862
23687	2170	7730	19906
23688	2158	7731	19835
23689	2148	7722	19862
23690	2141	7725	19847
23691	2133	7717	19838
23692	2125	7745	19878
23693	2078	7748	19856
23694	1453	6864	19695
23695	1435	6865	19848
23696	1423	6868	19865
23697	1412	6882	19820
23698	1403	6900	19831
23699	1401	6926	19852
23700	1398	6930	19921
23701	1381	6942	19819
23702	1376	6946	19858
23703	1377	6951	19810
23704	1374	6954	19776
23705	1371	6958	19841
23706	1370	6963	19756
23707	1367	6970	19825
23708	1369	6975	19862
23709	1371	6987	19897
23710	1372	6993	19861
23711	1373	6995	19839
23712	1374	7005	19820
23713	1374	7006	19831
23714	1372	7009	19799
23715	1372	7012	19848
23716	1372	7012	19855
23717	1373	6996	19858
23718	1374	7013	19860
23719	1389	6992	19779
23720	1398	7003	19827
23721	1401	7007	19884
23722	1407	7003	19869
23723	1413	7006	19835
23724	1420	7001	19829
23725	1426	6984	19757
23726	1436	6993	19664
23727	1436	6975	19507
23728	1437	6981	19548
23729	1439	6991	19703
23730	1442	7001	19704
23731	1442	7011	19680
23732	1442	6990	19565
23733	1450	6999	19714
23734	1458	7003	19825
23735	1469	7002	19835
23736	1474	7001	19756
23737	1489	6997	19782
23738	1498	7031	19813
23739	1503	7013	19719
23740	1506	7016	19744
23741	1520	7021	19626
23742	1524	7029	19532
23743	1529	7032	19538
23744	1536	7043	19736
23745	1539	7046	19506
23746	1543	7059	19739
23747	1551	7073	19749
23748	1555	7083	19764
23749	1564	7095	19860
23750	1565	7098	19881
23751	1566	7104	19914
23752	1568	7110	19907
23753	1568	7123	19884
23754	1568	7140	19897
23755	1568	7142	19919
23756	1569	7148	19876
23757	1571	7153	19931
23758	1572	7158	19889
23759	1575	7163	19922
23760	1578	7173	19914
23761	1580	7183	19901
23762	1581	7187	19906
23763	1586	7199	19856
23764	1587	7209	19895
23765	1587	7216	19880
23766	1587	7222	19899
23767	1588	7227	19917
23768	1593	7238	19947
23769	1594	7245	19850
23770	1598	7256	19887
23771	1598	7248	19823
23772	1599	7252	19853
23773	1606	7234	19837
23774	1607	7223	19877
23775	1608	7233	19859
23776	1608	7235	19888
23777	1609	7218	19856
23778	1611	7220	19862
23779	1612	7182	19800
23780	1614	7209	19820
23781	1620	7217	19885
23782	1626	7248	19834
23783	1631	7259	19868
23784	1634	7244	19840
23785	1634	7269	19842
23786	1637	7273	19797
23787	1639	7285	19809
23788	1639	7325	19818
23789	1639	7345	19829
23790	1598	7406	19891
23791	1603	7431	19860
23792	1603	7427	19788
23793	1604	7401	19678
23794	1604	7372	19713
23795	1604	7367	19857
23796	1604	7369	19835
23797	1604	7375	19865
23798	1604	7358	19838
23799	1604	7374	19798
23800	1604	7375	19816
23801	1604	7365	19809
23802	1604	7370	19820
23803	1604	7327	19721
23804	1604	7320	19803
23805	1604	7301	19735
23806	1604	7310	19798
23807	1604	7316	19801
23808	1603	7325	19871
23809	1604	7351	19878
23810	1604	7328	19870
23811	1604	7299	19877
23812	1604	7274	19883
23813	2193	9655	19902
23814	2197	9641	19899
23815	2181	9613	19880
23816	2179	9607	19881
23817	2181	9618	19873
23818	2180	9604	19869
23819	2184	9602	19865
23820	2177	9585	19879
23821	2184	9623	19857
23822	2184	9623	19798
23823	560	7182	19825
23824	560	7170	19905
23825	560	7111	19828
23826	560	7086	19812
23827	560	7093	19829
23828	560	7066	19817
23829	560	7034	19735
23830	560	7014	19829
23831	560	7033	19840
23832	560	7045	19840
23833	560	7011	19865
23834	560	7016	19872
23835	560	6978	19801
23836	560	6921	19811
23837	560	6909	19834
23838	560	6899	19905
23839	560	6904	19830
23840	560	6884	19847
23841	560	6880	19830
23842	560	6843	19796
23843	560	6807	19830
23844	560	6797	19799
23845	560	6765	19619
23846	559	6757	19706
23847	560	6752	19775
23848	562	6748	19777
23849	561	6692	19756
23850	560	6673	19746
23851	560	6664	19837
23852	560	6659	19803
23853	560	6655	19789
23854	560	6661	19808
23855	559	6558	19723
23856	558	6543	19799
23857	558	6436	19672
23858	558	6393	19737
23859	558	6376	19818
23860	557	6342	19795
23861	556	6319	19748
23862	556	6299	19739
23863	556	6300	19740
23864	556	6283	19690
23865	555	6271	19723
23866	554	6243	19756
23867	554	6212	19756
23868	554	6187	19771
23869	554	6139	19755
23870	554	6083	19555
23871	554	6059	19593
23872	553	6044	19596
23873	553	5994	19566
23874	552	5970	19652
23875	552	5939	19675
23876	552	5869	19627
23877	552	5846	19441
23878	552	5839	19401
23879	551	5808	19324
23880	551	5761	19249
23881	551	5727	19177
23882	551	5708	19280
23883	551	5625	18968
23884	551	5580	18851
23885	550	5551	19063
23886	550	5544	19074
23887	550	5510	19018
23888	550	5478	18892
23889	550	5474	18930
23890	550	5472	18941
23891	550	5437	18633
23892	549	5416	18426
23893	549	5395	18277
23894	548	5337	17800
23895	547	5331	17802
23896	547	5301	17582
23897	547	5276	17504
23898	547	5257	17459
23899	547	5234	17472
23900	547	5223	17549
23901	547	5188	17389
23902	548	5186	17455
23903	547	5173	17448
23904	546	5165	17289
23905	546	5161	17233
23906	547	5161	17195
23907	547	5158	17149
23908	549	5164	17352
23909	553	5162	17658
23910	556	5154	18159
23911	559	5150	18437
23912	562	5153	19554
23913	564	5214	19826
23914	566	5644	19853
23915	567	7168	19904
23916	568	8094	19869
23917	571	8104	19899
23918	574	8125	19913
23919	587	8143	19942
23920	1002	8688	19847
23921	1005	8726	19868
23922	1008	8711	19769
23923	1008	8698	19736
23924	1008	8694	19693
23925	1008	8676	19703
23926	1008	8693	19761
23927	1005	8927	19877
23928	1014	8658	18883
23929	1031	8688	19782
23930	1059	8718	19816
23931	1062	8722	19755
23932	1059	8720	19851
23933	1054	8712	19844
23934	1051	8675	19857
23935	1036	8660	19812
23936	1036	8709	19828
23937	1037	8706	19790
23938	1038	8686	19775
23939	1046	8676	19766
23940	1045	8730	19762
23941	1020	8659	19723
23942	1021	8556	19666
23943	1021	8584	19496
23944	1021	8574	19559
23945	1023	8601	19479
23946	1024	8621	19444
23947	1024	8593	19422
23948	1017	8512	19492
23949	1019	8528	19565
23950	1024	8658	19557
23951	1033	8684	19517
23952	1029	8709	19654
23953	1030	8719	19709
23954	1028	8721	19610
23955	1023	8701	19623
23956	1024	10382	19872
23957	1025	10376	19888
23958	1012	10372	19858
23959	1014	10359	19872
23960	1016	10352	19861
23961	1020	10347	19870
23962	1021	10335	19876
23963	1020	10303	19816
23964	1019	10300	19871
23965	1019	10296	19887
23966	1019	10266	19784
23967	1020	10256	19782
23968	1020	10253	19830
23969	1024	10254	19804
23970	1023	10245	19838
23971	1023	10201	19702
23972	1024	10184	19736
23973	1024	10138	19590
23974	1023	10175	19679
23975	1023	10176	19811
23976	1021	10170	19824
23977	1020	10169	19882
23978	1019	10165	19849
23979	1016	10170	19878
23980	1009	10162	19868
23981	998	10147	19875
23982	978	11189	19835
23983	978	11128	19802
23984	974	11063	19827
23985	956	11014	19853
23986	960	11015	19826
23987	959	11000	19820
23988	953	10995	19810
23989	948	11003	19907
23990	941	10985	19835
23991	940	10968	19839
23992	940	10944	19835
23993	939	10920	19780
23994	939	10898	19772
23995	941	10899	19821
23996	933	10879	19782
23997	932	10821	19780
23998	930	10793	19841
23999	926	10776	19839
24000	921	10745	19834
24001	919	10714	19797
24002	916	10701	19871
24003	909	10693	19865
24004	895	10684	19820
24005	884	10598	19801
24006	885	10581	19787
24007	878	10566	19807
24008	876	10550	19747
24009	872	10531	19800
24010	874	10532	19856
24011	874	10526	19837
24012	872	10513	19804
24013	872	10480	19766
24014	869	10466	19726
24015	870	10433	19621
24016	868	10401	19625
24017	878	10380	19587
24018	1007	10351	19468
24019	1037	10329	19515
24020	1036	10311	19466
24021	1030	10279	19283
24022	1028	10275	19356
24023	1031	10268	19546
24024	1030	10244	19529
24025	1030	10211	19527
24026	1030	10170	19504
24027	1027	10140	19523
24028	1028	10105	19506
24029	1028	10077	19525
24030	1028	10049	19544
24031	1024	10026	19712
24032	1020	9950	19433
24033	1022	9894	19356
24034	1020	9860	19341
24035	1021	9799	19128
24036	1021	9772	19092
24037	1021	9739	19071
24038	1005	9665	19080
24039	989	9568	18889
24040	653	8777	18969
24041	643	8759	18900
24042	637	8757	19040
24043	634	8752	18852
24044	541	2955	12254
24045	541	2957	12220
24046	540	2958	12184
24047	540	2960	12116
24048	539	2961	12103
24049	534	2961	12055
24050	531	2962	12110
24051	530	2966	12208
24052	531	2968	12332
24053	533	2970	12307
24054	536	2972	12320
24055	537	2974	12413
24056	538	2976	12431
24057	539	2979	12444
24058	518	2985	12496
24059	508	2987	12530
24060	460	2995	12481
24061	459	3007	12525
24062	453	3009	12621
24063	451	2984	12526
24064	451	2950	12375
24065	442	2953	12413
24066	279	2694	14335
24067	230	2636	14206
24068	199	2637	14215
24069	200	2642	14306
24070	203	2650	14414
24071	204	2649	14525
24072	206	2679	14622
24073	209	2716	14924
24074	211	2731	15096
24075	212	2745	15194
24076	213	2745	15212
24077	214	2747	15295
24078	215	2473	13449
24079	218	2373	13049
24080	218	2374	13118
24081	218	2377	13247
24082	218	2378	13340
24083	219	2379	13408
24084	219	2382	13530
24085	220	2384	13683
24086	220	2387	13740
24087	220	2387	13854
24088	220	2399	13978
24089	220	2404	14123
24090	221	2450	14273
24091	221	2461	14488
24092	221	2471	15241
24093	221	2477	15299
24094	221	2482	15381
24095	221	2489	15494
24096	221	2490	15751
24097	221	2491	15796
24098	221	2492	16107
24099	221	2497	16197
24100	221	2493	16303
24101	439	2828	16550
24102	439	2834	16619
24103	440	2835	16738
24104	440	2840	16809
24105	440	2843	16822
24106	440	2860	16956
24107	440	2878	17205
24108	441	2907	17350
24109	441	2921	17576
24110	442	2940	17769
24111	442	2947	17869
24112	443	2953	17977
24113	443	2959	18116
24114	443	2964	18258
24115	443	2967	18406
24116	443	2972	18609
24117	443	2972	18762
24118	443	2972	18946
24119	443	2972	19403
24120	443	2972	19562
24121	443	2972	19724
24122	443	2972	19670
24123	443	2977	19754
24124	443	2983	19647
24125	443	2988	19667
24126	443	2995	19803
24127	443	3005	19835
24128	443	3011	19697
24129	435	3009	19688
24130	435	3025	19755
24131	434	3039	19747
24132	434	3042	19760
24133	434	3040	19697
24134	435	3052	19686
24135	434	3056	19568
24136	434	3068	19612
24137	443	3074	19610
24138	442	3076	19446
24139	442	3075	19436
24140	442	3085	19450
24141	442	3095	19600
24142	442	3109	19683
24143	442	3113	19650
24144	442	3121	19756
24145	442	3121	19833
24146	79	665	19279
24147	79	665	19341
24148	78	665	19415
24149	78	665	19502
24150	78	664	19616
24151	78	664	19632
24152	78	663	19672
24153	76	662	19646
24154	76	661	19720
24155	75	661	19765
24156	74	661	19681
24157	74	661	19732
24158	73	661	19675
24159	73	660	19702
24160	73	660	19745
24161	73	659	19824
24162	73	657	19837
24163	73	654	19812
24164	73	651	19805
24165	73	648	19812
24166	73	647	19742
24167	72	641	19798
24168	72	637	19825
24169	71	613	19721
24170	81	656	19806
24171	77	651	19847
24172	77	650	19734
24173	77	647	19580
24174	77	647	19694
24175	77	647	19777
24176	77	647	19810
24177	77	647	19771
24178	77	647	19751
24179	77	646	19836
24180	77	646	19655
24181	77	646	19648
24182	77	644	19657
24183	76	644	19671
24184	76	642	19698
24185	76	641	19651
24186	76	640	19816
24187	76	641	19736
24188	76	640	19730
24189	75	640	19699
24190	75	640	19479
24191	75	640	19834
24192	74	638	19648
24193	74	638	19885
24194	74	637	19510
24195	74	637	19574
24196	74	638	19744
24197	74	638	19799
24198	73	637	19665
24199	73	637	19743
24200	73	635	19478
24201	73	635	19451
24202	73	626	19169
24203	73	620	18953
24204	73	617	18933
24205	73	612	18882
24206	73	609	19089
24207	73	607	18975
24208	73	602	18854
24209	73	598	18966
24210	73	596	19073
24211	73	594	19095
24212	72	588	18883
24213	72	585	18921
24214	72	583	18887
24215	72	579	18697
24216	72	577	18869
24217	70	576	18778
24218	101	933	18967
24219	103	944	19511
24220	104	948	19484
24221	105	948	19490
24222	105	952	19479
24223	106	950	19508
24224	105	952	19349
24225	106	952	19414
24226	107	950	19516
24227	107	951	19573
24228	107	952	19193
24229	109	952	19152
24230	110	953	19307
24231	110	953	19296
24232	110	953	19441
24233	113	959	19678
24234	113	964	19665
24235	114	961	19549
24236	114	965	19615
24237	114	969	19749
24238	114	970	19616
24239	115	972	19579
24240	115	972	19591
24241	112	975	19666
24242	112	974	19669
24243	111	974	19630
24244	113	975	19657
24245	113	972	19612
24246	111	970	19373
24247	109	971	19448
24248	109	972	19288
24249	108	973	19238
24250	105	974	19209
24251	104	973	19235
24252	105	972	19142
24253	105	975	19079
24254	104	977	18946
24255	107	981	18970
24256	105	984	18858
24257	106	986	18777
24258	107	988	18861
24259	105	992	18552
24260	112	992	18607
24261	114	996	18616
24262	116	1000	18701
24263	116	998	18815
24264	116	997	18651
24265	115	995	18685
24266	114	996	18799
24267	114	996	18731
24268	113	996	18777
24269	112	995	18582
24270	112	992	18582
24271	111	988	18354
24272	109	985	18651
24273	110	986	18576
24274	111	988	18535
24275	112	988	18529
24276	113	988	18773
24277	112	988	19006
24278	113	988	19090
24279	112	989	18732
24280	112	994	18705
24281	112	993	19132
24282	111	994	19308
24283	111	995	19392
24284	111	996	19334
24285	111	996	19360
24286	111	993	19400
24287	112	994	19597
24288	111	996	19602
24289	112	994	19596
24290	112	996	19540
24291	112	994	19592
24292	112	995	19590
24293	112	996	19683
24294	112	993	19393
24295	112	989	19312
24296	112	989	19288
24297	112	989	19375
24298	112	988	19465
24299	112	986	19451
24300	111	986	19504
24301	111	986	19539
24302	112	977	19473
24303	112	977	19578
24304	112	976	19622
24305	112	973	19518
24306	112	975	19715
24307	112	974	19679
24308	111	976	19734
24309	111	975	19657
24310	110	978	19680
24311	110	983	19692
24312	108	983	19803
24313	108	986	19785
24314	108	993	19832
24315	108	986	19813
24316	109	987	19834
24317	108	982	19717
24318	108	983	19802
24319	108	981	19833
24320	107	980	19708
24321	106	979	19787
24322	106	976	19854
24323	107	976	19707
24324	109	973	19707
24325	110	978	19699
24326	108	977	19744
24327	107	971	19748
24328	109	970	19693
24329	96	761	19586
24330	96	728	19753
24331	97	724	19552
24332	88	723	19571
24333	87	730	19516
24334	88	739	19441
24335	88	737	19600
24336	89	735	19592
24337	90	773	19796
24338	91	782	19691
24339	91	784	19712
24340	92	790	19818
24341	92	788	19484
24342	92	788	19644
24343	92	788	19619
24344	92	787	19522
24345	92	789	19556
24346	92	790	19529
24347	93	791	19666
24348	94	791	19734
24349	95	791	19586
24350	95	792	19645
24351	96	794	19448
24352	96	794	19305
24353	96	794	19357
24354	96	794	19331
24355	97	796	19403
24356	97	796	19374
24357	97	796	19720
24358	97	797	19766
24359	97	798	19511
24360	97	799	19537
24361	98	801	19479
24362	98	802	19488
24363	98	802	19526
24364	98	803	19518
24365	98	804	19654
24366	98	804	19564
24367	98	804	19357
24368	98	806	19310
24369	99	806	18493
24370	99	808	19017
24371	99	809	19062
24372	99	809	19255
24373	99	810	19005
24374	99	810	19424
24375	99	811	19449
24376	99	811	19423
24377	99	812	19614
24378	99	812	19772
24379	100	813	19821
24380	100	813	19658
24381	100	814	19562
24382	100	814	19490
24383	100	814	19347
24384	101	815	19554
24385	101	815	19520
24386	101	816	19537
24387	101	818	19385
24388	101	819	19452
24389	128	819	19464
24390	129	819	19566
24391	129	820	19432
24392	125	820	19446
24393	127	821	19476
24394	128	821	19453
24395	129	823	19738
24396	129	824	19771
24397	129	824	19775
24398	129	824	19761
24399	129	824	19785
24400	129	824	19858
24401	129	825	19830
24402	129	825	19761
24403	130	825	19726
24404	130	826	19934
24405	131	827	19727
24406	131	828	19722
24407	131	828	19664
24408	131	828	19673
24409	132	829	19663
24410	133	830	19566
24411	133	830	19474
24412	133	830	19591
24413	133	830	19557
24414	133	831	19754
24415	133	831	19844
24416	133	831	19747
24417	195	1171	19671
24418	195	1171	19787
24419	195	1172	19791
24420	195	1172	19826
24421	195	1172	19814
24422	195	1172	19694
24423	195	1172	19693
24424	195	1172	19753
24425	195	1172	19846
24426	195	1172	19796
24427	195	1172	19651
24428	195	1172	19712
24429	195	1172	19776
24430	195	1172	19825
24431	195	1172	19871
24432	195	1171	19683
24433	195	1171	19752
24434	195	1171	19825
24435	195	1171	19835
24436	195	1171	19822
24437	195	1171	19771
24438	195	1171	19765
24439	195	1173	19846
24440	195	1171	19777
24441	195	1171	19764
24442	195	1171	19805
24443	195	1171	19627
24444	25	330	19806
24445	25	330	19804
24446	25	330	19801
24447	25	330	19801
24448	25	329	19724
24449	25	329	19781
24450	25	329	19668
24451	25	329	19671
24452	25	329	19869
24453	25	329	19841
24454	25	329	19867
24455	25	329	19815
24456	25	329	19793
24457	25	329	19843
24458	25	329	19839
24459	25	329	19828
24460	24	329	19758
24461	24	329	19773
24462	24	329	19707
24463	24	329	19827
24464	24	329	19750
24465	24	328	19817
24466	24	328	19806
24467	24	328	19816
24468	25	329	19749
24469	24	329	19763
24470	24	328	19698
24471	24	328	19654
24472	24	328	19728
24473	24	328	19812
24474	24	328	19700
24475	24	327	19685
24476	24	327	19825
24477	24	327	19776
24478	24	327	19825
24479	24	325	19798
24480	24	325	19748
24481	24	325	19805
24482	24	324	19688
24483	24	324	19801
24484	24	324	19788
24485	24	324	19628
24486	24	323	19672
24487	24	322	19591
24488	24	322	19827
24489	24	322	19736
24490	24	322	19747
24491	24	322	19867
24492	24	321	19670
24493	24	322	19705
24494	24	322	19770
24495	24	321	19803
24496	23	321	19733
24497	23	321	19568
24498	23	321	19641
24499	23	321	19804
24500	23	321	19665
24501	23	321	19601
24502	23	320	19661
24503	23	320	19659
24504	23	320	19753
24505	23	320	19557
24506	23	320	19485
24507	23	319	19341
24508	23	319	19363
24509	23	319	19352
24510	23	319	19648
24511	23	319	19649
24512	23	319	19714
24513	22	319	19705
24514	22	319	19739
24515	22	319	19631
24516	22	318	19671
24517	22	316	19758
24518	22	315	19550
24519	22	315	19799
24520	22	315	19379
24521	21	318	19650
24522	22	317	19471
24523	22	317	19632
24524	22	315	19455
24525	21	314	19419
24526	21	316	19663
24527	22	316	19558
24528	22	316	19681
24529	22	316	19776
24530	22	316	19734
24531	22	315	19813
24532	22	316	19672
24533	22	315	19733
24534	22	315	19574
24535	22	316	19701
24536	22	317	19810
24537	22	318	19858
24538	22	318	19847
24539	22	321	19815
24540	31	462	19730
24541	31	465	19810
24542	32	464	19813
24543	31	452	19814
24544	31	453	19865
24545	29	453	19649
24546	29	453	19760
